,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,Cyclelife,cycle_log
10,-1.531044892,-1.906361465,-2.013727154,-0.446196105,0.093909737,-0.003627993,5.13E-07,1.078821728,-3.22E-05,1.081288054,1.0752345,0.0046786,1.0780438,12.13012667,38.670872,30.400667,3317.175252,0.016699277,0.016397864,-1.13E-05,854,2.931457871
11,-1.4457275,-1.809270974,-1.926634344,-0.538323647,0.092308315,-0.005440518,-1.08E-05,1.082584738,-1.33E-05,1.082296433,1.0790461,0.0039534,1.0810226,10.79698533,38.178074,30.495707,3321.71633,0.016174601,0.015953196,3.19E-05,842,2.925312091
12,-1.433345122,-1.779878218,-1.918923597,-0.861287007,0.106707044,-0.0065266,-5.21E-06,1.08304867,-3.73E-05,1.085559155,1.0794537,0.0043492,1.0818107,11.17953533,36.258759,30.240517,3205.023239,0.016626336,0.016308507,1.78E-05,917,2.962369336
13,-1.403642586,-1.745123636,-1.888649056,-0.955723216,0.094164493,-0.00787256,-2.62E-05,1.09840466,-4.08E-05,1.099446616,1.0946392,0.0036942,1.0953494,10.11367267,31.658901,29.649641,2976.825513,0.016952254,0.016684072,1.07E-05,876,2.942504106
14,-1.347736431,-1.664510621,-1.833311543,-1.188209862,0.090872478,-0.010515542,-2.18E-05,1.096604067,-4.61E-05,1.098375564,1.0924908,0.0043354,1.0937657,10.14642867,38.728722,30.119719,3299.917552,0.016591828,0.016214989,-1.72E-05,757,2.87909588
15,-1.407245667,-1.739371983,-1.886085652,-1.024626695,0.113918038,-0.007187952,3.20E-06,1.074344712,-2.63E-05,1.076614707,1.0707464,0.0050792,1.0739936,11.051195,36.075569,29.54327,3145.599717,0.017059039,0.016647711,3.24E-05,703,2.846955325
16,-1.351203133,-1.711374684,-1.836752191,-0.626213167,0.101669146,-0.006756777,-9.68E-06,1.078523771,-4.38E-05,1.081177342,1.0748194,0.0044724,1.0768065,11.574392,36.993626,29.988958,3230.101432,0.016607935,0.016318144,6.72E-05,648,2.811575006
17,-1.274546136,-1.611898061,-1.752049604,-0.816723512,0.106255475,-0.009724309,-3.29E-06,1.085827017,-2.56E-05,1.087359352,1.0817773,0.0046894,1.0847629,10.258443,38.024876,30.181021,3283.667684,0.016743599,0.016519627,9.16E-05,625,2.795880017
18,-1.54505928,-1.908031829,-2.035539729,-0.635718645,0.094453402,-0.004392038,-1.39E-07,1.082893853,-3.19E-05,1.085361975,1.0789614,0.0049075,1.0821686,12.087368,37.576675,30.021296,3241.202769,0.016856873,0.016552322,-9.89E-07,1051,3.021602716
19,-1.350607789,-1.717476973,-1.83367228,-0.624787306,0.114815318,-0.006383537,-2.40E-05,1.07174695,-3.97E-05,1.072803769,1.0682389,0.0034321,1.0688359,11.17087433,37.725166,30.034327,3267.260796,0.016111452,0.015904058,0.000127854,651,2.813580989
20,-1.226187894,-1.539612031,-1.712428862,-0.938555944,0.107343088,-0.015948906,-1.29E-05,1.087818373,-3.90E-05,1.089747546,1.0839558,0.0044825,1.0858277,10.25446533,37.855122,29.696999,3234.117647,0.016685704,0.016382927,0.000150384,599,2.777426822
21,-0.860038351,-1.109668103,-1.363233208,-0.031051806,-0.292914219,-0.0907911,-0.001092105,1.084408327,-0.001405749,1.109249796,1.0720705,0.0015459,0.96833885,10.32765733,38.543324,27.851921,3176.440781,0.017582141,0.016267318,-0.000832979,148,2.170261715
22,-0.996792629,-1.246301958,-1.464555834,-0.374624865,0.01478523,-0.044899376,-0.000227374,1.072520538,-0.000355322,1.082344632,1.0668509,0.0020589,1.046734,10.135263,39.808941,29.275244,3298.505686,0.016825944,0.015852956,-0.000333825,335,2.525044807
23,-1.317856778,-1.653251108,-1.801130253,-1.100566218,0.105057355,-0.00985517,-1.14E-06,1.072032036,-7.46E-05,1.078154133,1.0680153,0.0050053,1.070745,10.16286633,36.829567,29.224894,3141.087363,0.017180175,0.016727364,-0.000308501,480,2.681241237
24,-1.315854095,-1.628843703,-1.812939444,-0.78113063,0.037838938,-0.013147319,-6.00E-05,1.074592569,-0.000165943,1.083473019,1.0690521,0.0048897,1.0670482,10.114951,39.457458,29.682396,3274.369054,0.018265773,0.017548179,-0.000579358,561,2.748962861
25,-1.177533343,-1.455802392,-1.65983767,-0.453949117,0.035080705,-0.024080687,-0.000148013,1.076501974,-0.000243721,1.084382516,1.0712759,0.4178432,1.0600308,10.17263867,39.435226,29.859741,3292.733011,0.017133227,0.016133603,-0.000956277,458,2.660865478
26,-1.282073166,-1.613205991,-1.749158647,-0.947698474,0.121548082,-0.010206932,-3.97E-06,1.082271562,-4.31E-05,1.085222101,1.0780684,0.0048147,1.0809475,10.114209,38.206268,29.854347,3221.053821,0.017164165,0.016895344,-0.000133067,485,2.685741739
27,-1.256229522,-1.576485457,-1.763610069,-1.001823429,0.004996959,-0.01603237,-8.16E-05,1.06828311,-0.000141642,1.072919504,1.063838,0.0037714,1.0588086,10.18597433,38.70813,29.016958,3229.927635,0.017536523,0.016697574,-0.000435537,487,2.687528961
28,-1.359308707,-1.679684478,-1.860250972,-1.071780486,0.035815002,-0.01060556,-6.30E-06,1.088277042,-8.80E-05,1.094967578,1.0831043,0.0063896,1.0862604,10.147933,38.40601,29.268984,3199.8853,0.017545482,0.017116761,-9.67E-05,502,2.700703717
29,-1.295833799,-1.625600205,-1.776956175,-1.271819313,0.103376173,-0.011103328,-8.08E-06,1.084615931,-8.59E-05,1.091102888,1.079723,0.0056468,1.0825431,10.14747167,36.146839,29.35239,3129.147508,0.017338831,0.016888004,-0.000345537,513,2.710117365
30,-1.35617917,-1.708177397,-1.847683699,-0.851878767,0.070388087,-0.008578796,2.77E-06,1.071938919,-8.55E-05,1.079509,1.0679682,0.0054579,1.0710108,10.058893,36.811321,26.808544,2947.781955,0.017488673,0.016777694,-0.000260558,495,2.694605199
31,-1.229542591,-1.5404255,-1.703363231,-1.125729639,0.117483669,-0.015056322,-3.70E-05,1.082561314,-0.000123453,1.089652165,1.0766411,0.0058852,1.0773104,10.00823233,36.585075,29.097336,3102.652549,0.018048871,0.017301282,-0.000577019,471,2.673020907
32,-1.286735986,-1.617675048,-1.760922583,-0.880585497,0.113089,-0.010281161,6.73E-06,1.076352866,-5.91E-05,1.082173513,1.07155,0.0063132,1.0759076,10.13968633,38.591679,29.461449,3240.364394,0.017233955,0.01686197,-8.50E-05,509,2.706717782
33,-1.325416644,-1.68269549,-1.802179826,-0.700897629,0.110284867,-0.007184448,8.46E-06,1.071719845,-6.42E-05,1.07765363,1.0672802,0.0058776,1.071249,10.09733367,37.101799,29.613438,3175.880694,0.017789029,0.017394017,-0.00031568,481,2.682145076
34,-1.237979444,-1.616384877,-1.743317803,-0.681143843,0.115776588,-0.008924289,1.78E-05,1.078764532,-3.53E-05,1.083118649,1.0742669,0.0066598,1.0795146,10.13043933,39.249191,29.45435,3258.621233,0.017645668,0.017273866,0.000109414,519,2.715167358
35,-1.372643592,-1.728728015,-1.851501363,-0.898147393,0.12951776,-0.005705056,2.09E-05,1.073610613,-5.00E-05,1.079649324,1.0688509,0.0068526,1.0746909,10.164115,38.83897,30.105608,3276.273487,0.017662423,0.017337065,-0.00014857,499,2.698100546
36,-1.309596445,-1.689763433,-1.781809923,-0.482088116,0.120810095,-0.005446508,2.41E-05,1.083945036,-3.12E-05,1.088271479,1.079731,0.0063388,1.0852383,10.14772167,39.087948,29.841801,3274.543878,0.02021559,0.020022187,9.95E-05,535,2.728353782
37,-1.289183904,-1.607177777,-1.767903376,-1.393010048,0.120361724,-0.011827637,1.65E-05,1.074105116,-4.34E-05,1.078955405,1.0699497,0.0057986,1.074622,10.14849333,37.465702,29.400135,3153.077772,0.017847016,0.017577264,-3.57E-05,465,2.667452953
38,-1.298509866,-1.621650674,-1.779714086,-1.500458354,0.118415814,-0.011114882,-1.99E-05,1.082268664,-5.40E-05,1.085115201,1.0765519,0.0065683,1.0798434,10.13158333,39.397137,29.524549,3267.607207,0.017582053,0.016943704,-0.000469548,499,2.698100546
39,-1.301274614,-1.625376932,-1.793430444,-1.115133257,0.094905113,-0.012084104,1.18E-05,1.082518045,-6.92E-05,1.089385525,1.0780239,0.0060867,1.082616,10.13045433,39.339207,29.589365,3247.579941,0.017394457,0.016997622,-9.30E-05,466,2.668385917
40,-1.244631657,-1.577171966,-1.726073413,-1.389834643,0.111611938,-0.01248278,2.23E-05,1.075213642,-2.26E-05,1.078684715,1.070887,0.4738314,1.0763599,10.14690533,39.444595,29.683577,3236.6924,0.01761589,0.017408777,0.000186326,457,2.6599162
41,-1.219913247,-1.521692046,-1.684254412,-1.20553435,0.132095028,-0.015151973,2.94E-05,1.077631966,-1.32E-05,1.080845185,1.0726138,0.0073842,1.0795197,10.14691733,37.894932,29.27129,3166.380862,0.017752018,0.017551575,0.000247778,429,2.632457292
42,-1.528514098,-1.921233625,-2.016748066,-0.566280441,0.083097651,-0.003747603,-9.55E-06,1.049389155,-7.97E-05,1.054948215,1.0421375,0.0081127,1.0470229,10.112717,36.923679,29.348475,3175.861056,0.017923383,0.017025596,-0.000836281,713,2.85308953
